,Unnamed: 0,NAME,Height,Weight,REACH,Stance,DOB,SLPM,STRA,SAPM,STRD,TD,TDA,TDD,SUBA
958,0,Joey Gilbert,"5' 11""",155 lbs.,--,Orthodox,"Jun 05, 1976",0.61,0.42,4.44,0.31,0.0,0.0,0.0,0.0
959,0,Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",2.16,0.38,1.68,0.47,0.65,0.2,0.37,0.7
960,0,Leonard Garcia,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 14, 1979",2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5
961,0,Alex Garcia,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 14, 1987",1.81,0.3,2.98,0.61,4.12,0.54,0.66,0.1
963,0,Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",3.86,0.43,2.87,0.61,0.82,0.5,0.62,0.2
964,0,Tiki Ghosn,"5' 10""",170 lbs.,--,Orthodox,"Feb 09, 1977",2.78,0.46,2.94,0.58,0.41,0.5,0.61,0.0
965,0,Dwight Grant,"6' 1""",170 lbs.,"78""",,"Sep 14, 1984",5.33,0.52,3.64,0.6,0.0,0.0,1.0,0.0
967,0,Sean Gannon,"6' 3""",265 lbs.,--,Southpaw,--,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0
968,0,Garrett Gross,"5' 9""",155 lbs.,--,,"Aug 08, 1988",2.5,0.42,0.87,0.61,0.0,0.0,0.57,0.0
969,0,Jason Glaza,"6' 0""",230 lbs.,--,,--,4.34,0.54,0.43,0.4,4.34,1.0,0.0,4.3
970,0,Cody Garbrandt,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",3.45,0.37,2.99,0.69,1.06,0.38,1.0,0.0
971,0,Paul Georgieff,"6' 2""",170 lbs.,--,Orthodox,"Sep 22, 1982",2.55,0.4,2.34,0.35,0.0,0.0,0.0,0.0
973,0,Rulon Gardner,"6' 3""",265 lbs.,--,Orthodox,"Aug 16, 1971",2.05,0.25,1.45,0.6,0.75,1.0,1.0,0.0
975,0,Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5
976,0,Neiman Gracie,"6' 0""",170 lbs.,--,,--,0.77,1.0,0.38,0.75,5.77,1.0,0.0,5.8
977,0,Claudia Gadelha,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",3.23,0.42,4.47,0.57,3.94,0.52,0.58,1.0
978,0,Billy Giovanella,"5' 8""",125 lbs.,--,,"Aug 20, 1985",1.27,0.4,2.02,0.52,0.87,0.12,1.0,1.7
979,0,Melvin Guillard,"5' 9""",155 lbs.,"68""",Orthodox,"Mar 30, 1983",2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2
982,0,Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992",1.54,0.54,2.31,0.43,1.83,0.6,0.5,4.9
983,0,Daniel Gallemore,"6' 5""",265 lbs.,--,,--,3.1,0.41,6.0,0.52,0.0,0.0,0.0,0.0
985,0,Leonardo Augusto Leleco,"6' 0""",185 lbs.,"73""",Orthodox,"Apr 15, 1982",2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0
988,0,Joe Gigliotti,"5' 11""",185 lbs.,"69""",Orthodox,"Aug 13, 1993",1.04,0.39,2.92,0.45,1.56,1.0,0.5,0.8
989,0,Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974",2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2
990,0,Wang Guan,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",4.73,0.43,3.27,0.6,0.0,0.0,0.0,0.0
991,0,Allan Goes,"6' 0""",205 lbs.,--,Orthodox,"Apr 20, 1971",0.64,0.52,1.35,0.41,1.75,0.4,0.0,2.6
992,0,Kultar Gill,"6' 0""",154 lbs.,--,Orthodox,"Mar 24, 1979",1.14,0.5,0.4,0.41,1.71,0.66,0.38,0.0
993,0,Davey Grant,"5' 8""",135 lbs.,"69""",,"Dec 18, 1985",3.59,0.53,1.37,0.69,1.28,0.3,0.64,0.0
994,0,Pearl Gonzalez,"5' 4""",115 lbs.,"68""",Orthodox,"Aug 12, 1986",2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5
995,0,Azamat Gashimov,"5' 6""",125 lbs.,"66""",Orthodox,"Apr 07, 1990",1.24,0.21,4.75,0.53,1.69,0.25,0.0,0.0
997,0,Karine Gevorgyan,"5' 4""",125 lbs.,"63""",,"Mar 09, 1989",1.2,0.2,1.8,0.76,0.0,0.0,0.0,0.0
998,0,Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995",1.57,0.33,4.03,0.55,4.48,0.5,0.33,0.0
999,0,Ariel Gandulla,"5' 11""",205 lbs.,--,Orthodox,"May 07, 1968",1.95,0.23,2.07,0.72,1.88,0.66,0.0,0.0
1000,0,David Gardner,"5' 11""",155 lbs.,--,Orthodox,"May 17, 1977",0.17,1.0,0.34,0.0,0.0,0.0,0.66,0.0
1001,0,Renzo Gracie,"5' 10""",185 lbs.,--,Orthodox,"Mar 11, 1967",1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8
1002,0,Igor Gracie,"5' 11""",170 lbs.,--,,"Feb 04, 1980",1.86,0.6,0.99,0.5,3.72,0.5,0.0,3.7
1006,0,Chuck Grigsby,"6' 6""",205 lbs.,--,Orthodox,--,0.71,0.16,3.29,0.46,0.0,0.0,0.66,0.0
1007,0,Brian Gassaway,"6' 1""",170 lbs.,--,Orthodox,"Aug 07, 1972",0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0
1008,0,Tyson Griffin,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9
1009,0,Fernando Gonzalez,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983",4.18,0.44,4.22,0.65,0.6,0.25,0.43,1.5
1010,0,Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0
1011,0,Alexander Gustafsson,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",4.18,0.4,3.4,0.52,1.76,0.4,0.85,0.5
1012,0,Lewis Gonzalez,"5' 10""",170 lbs.,"73""",Orthodox,"Sep 19, 1987",1.4,0.37,1.87,0.41,2.0,0.33,0.62,0.0
1013,0,Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1
1015,0,Ulysses Gomez,"5' 6""",125 lbs.,"66""",Orthodox,"May 25, 1983",2.72,0.25,3.57,0.68,0.0,0.0,0.0,0.0
1016,0,Nick Garcia,"5' 4""",125 lbs.,--,,--,0.67,0.25,3.03,0.5,0.0,0.0,0.83,5.1
1017,0,Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5
1018,0,Nick Gonzalez,"5' 6""",155 lbs.,--,Orthodox,"Mar 03, 1981",0.59,0.2,2.35,0.33,0.0,0.0,0.5,0.0
1020,0,Takanori Gomi,"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8
1021,0,Gabriel Gonzaga,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1
1022,0,Tim Gorman,"5' 5""",135 lbs.,"68""",Southpaw,"Apr 29, 1983",2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0
1023,0,Lance Gibson,"5' 9""",185 lbs.,--,Orthodox,"Nov 20, 1970",1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0
1024,0,Andre Galvao,"5' 7""",168 lbs.,--,Orthodox,"Sep 29, 1982",2.34,0.52,1.56,0.58,2.02,0.27,0.0,2.8
1025,0,Ralph Gracie,"5' 9""",183 lbs.,--,Orthodox,--,0.86,0.37,1.72,0.31,0.0,0.0,0.25,4.0
1026,0,Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983",4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0
1027,0,Chad George,"5' 6""",135 lbs.,"68""",Southpaw,"Apr 30, 1982",1.26,0.5,1.11,0.65,3.08,0.46,0.0,1.3
1028,0,Sergio Gomez,"5' 6""",155 lbs.,--,Orthodox,"Apr 29, 1982",1.5,0.42,1.16,0.56,2.57,0.66,0.31,0.0
1029,0,Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",2.81,0.39,3.19,0.6,0.0,0.0,0.37,1.2
1030,0,Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",3.45,0.43,3.37,0.54,0.26,0.25,0.57,0.3
1033,0,Clint Godfrey,"5' 6""",135 lbs.,--,Southpaw,"Oct 21, 1982",0.57,0.31,0.96,0.65,0.85,0.25,0.5,0.0
1034,0,Edgar Garcia,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984",3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6
1035,0,Rodrigo Gripp de Sousa,"5' 11""",205 lbs.,--,Orthodox,--,0.48,0.23,4.81,0.52,0.0,0.0,0.0,9.6
1036,0,Steve Garcia,"6' 0""",135 lbs.,--,,"May 22, 1992",6.22,0.64,2.61,0.4,0.0,0.0,1.0,0.0
1037,0,Jared Gordon,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988",6.68,0.5,2.92,0.68,3.41,0.42,1.0,0.0
1038,0,Pablo Garza,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983",3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3
1039,0,Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",3.45,0.62,4.48,0.66,0.0,0.0,0.0,0.0
1040,0,Clay Guida,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2.33,0.32,2.39,0.65,3.43,0.37,0.69,0.7
1041,0,Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",5.49,0.66,4.61,0.48,0.88,1.0,1.0,0.9
1042,0,Gregor Gillespie,"5' 9""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",3.19,0.48,2.28,0.56,7.01,0.47,0.0,1.2
1045,0,TJ Grant,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6
1046,0,Elias Garcia,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 13, 1992",2.71,0.35,3.57,0.43,0.0,0.0,0.33,0.0
1047,0,Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",5.5,0.47,4.36,0.67,0.64,1.0,0.85,0.0
1048,0,Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",3.57,0.43,2.32,0.72,1.25,0.5,0.73,0.0
1049,0,Vik Grujic,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977",2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4
1052,0,Andre Gusmao,"6' 0""",205 lbs.,--,Orthodox,"May 19, 1977",2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0
1053,0,Gary Goodridge,"6' 3""",249 lbs.,--,Orthodox,"Jan 17, 1966",1.84,0.56,2.14,0.48,0.4,1.0,0.53,0.8
1054,0,Shelton Graves,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985",2.19,0.69,0.81,0.33,4.86,0.57,0.0,0.0
1055,0,Lucas Gamaza,--,170 lbs.,--,,--,7.57,0.31,6.99,0.45,0.0,0.0,0.0,0.0
1056,0,Sheila Gaff,"5' 5""",135 lbs.,"62""",Orthodox,"Dec 29, 1989",1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0
1057,0,Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983",3.97,0.53,3.3,0.54,0.0,0.0,0.28,0.0
1058,0,Chase Gormley,"6' 3""",265 lbs.,--,Orthodox,--,3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0
1059,0,Akihiro Gono,"5' 7""",170 lbs.,"68""",Switch,"Oct 07, 1974",2.18,0.48,2.67,0.63,1.01,0.84,0.46,0.5
1060,0,Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",1.61,0.41,2.0,0.46,4.17,0.7,0.45,0.6
1061,0,Todd Gouwenberg,"6' 1""",205 lbs.,--,Orthodox,"Sep 25, 1974",0.52,0.23,2.93,0.42,1.57,0.33,0.5,0.0
1062,0,Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989",2.44,0.28,4.46,0.55,0.62,1.0,0.5,0.0
1063,0,Travis Galbraith,"6' 0""",170 lbs.,--,Orthodox,"May 18, 1981",2.21,0.4,3.45,0.48,1.33,0.25,0.0,1.3
1065,0,Marcus Hicks,"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975",1.42,0.43,3.06,0.61,2.7,0.53,0.25,4.0
1066,0,Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4
1067,0,Mike Hayes,"6' 4""",230 lbs.,--,Orthodox,--,4.87,0.55,1.47,0.77,0.0,0.0,0.75,4.0
1068,0,Ron Henderson,"5' 10""",125 lbs.,--,,--,2.53,0.25,3.6,0.48,1.0,0.2,0.0,0.0
1070,0,Antoni Hardonk,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976",3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9
1072,0,Tim Hague,"6' 4""",260 lbs.,"76""",Orthodox,"May 09, 1983",2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9
1073,0,Uriah Hall,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",3.44,0.52,3.61,0.52,0.93,0.38,0.71,0.3
1074,0,Paddy Holohan,"5' 10""",125 lbs.,"69""",Orthodox,"May 03, 1988",2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3
1075,0,Alexander Hernandez,"5' 9""",155 lbs.,"72""",Orthodox,"Oct 01, 1992",11.43,0.61,5.71,0.63,0.0,0.0,0.0,0.0
1077,0,Max Holloway,"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991",6.2,0.43,3.9,0.65,0.28,0.8,0.83,0.5
1078,0,Kuniyoshi Hironaka,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976",1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6
1080,0,John Howard,"5' 7""",170 lbs.,"71""",Orthodox,"Mar 01, 1983",2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4
1081,0,Hatsu Hioki,"5' 11""",145 lbs.,"70""",Orthodox,"Jul 18, 1983",2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6
1082,0,Alex Higley,"5' 10""",145 lbs.,--,,--,0.29,1.0,1.74,0.6,0.0,0.0,0.0,0.0
1083,0,Hayder Hassan,"5' 10""",170 lbs.,"70""",,"Oct 20, 1982",2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0
1085,0,Jack Hermansson,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",4.49,0.54,1.93,0.63,1.99,0.46,0.69,0.3
1088,0,Jeff Hougland,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978",1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1
1089,0,Isaiah Hill,"5' 10""",155 lbs.,--,,--,4.84,0.5,0.97,0.8,0.0,0.0,0.66,14.5
1090,0,Matt Hobar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987",3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0
1091,0,Abongo Humphrey,"5' 11""",205 lbs.,--,Orthodox,--,1.45,0.4,3.83,0.46,1.41,0.37,0.33,3.3
1092,0,Conor Heun,"5' 10""",155 lbs.,--,Orthodox,"Feb 11, 1979",2.92,0.36,3.66,0.54,2.45,0.31,0.33,0.3
1094,0,Mizuto Hirota,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981",3.66,0.4,3.7,0.53,1.55,0.5,0.6,0.0
1095,0,Mark Hughes,"5' 9""",205 lbs.,--,Southpaw,"Oct 13, 1973",0.9,0.47,0.4,0.42,3.0,0.5,0.0,4.5
1096,0,Kevin Holland,"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992",5.53,0.43,1.47,0.6,0.0,0.0,0.5,0.0
1097,0,Andrew Holbrook,"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986",2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1
1098,0,Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982",5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0
1099,0,TJ Hepburn,"5' 7""",155 lbs.,--,,--,0.73,0.37,0.13,0.81,2.0,0.4,0.6,0.0
1100,0,Tyler Hill,"6' 3""",170 lbs.,"78""",Switch,"Aug 10, 1991",3.64,0.39,5.33,0.47,0.0,0.0,0.0,0.0
1101,0,Jason High,"5' 8""",155 lbs.,"71""",Southpaw,"Oct 12, 1981",1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8
1102,0,Phil Hawes,"6' 1""",185 lbs.,"70""",Orthodox,"Jan 08, 1989",2.32,0.41,4.77,0.48,2.05,0.14,0.0,0.0
1103,0,Scott Holtzman,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",4.33,0.5,3.43,0.56,3.08,0.6,0.57,0.3
1104,0,Jay Hieron,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976",1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0
1105,0,Tommy Hayden,"5' 9""",145 lbs.,"72""",Southpaw,"Mar 11, 1986",1.48,0.27,2.05,0.55,3.42,0.33,0.66,0.0
1106,0,Matt Hughes,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2
1107,0,Brian Houston,"6' 2""",185 lbs.,"78""",Orthodox,"Apr 26, 1981",1.9,0.35,3.67,0.53,0.95,1.0,0.87,0.0
1108,0,Collin Hart,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 12, 1989",6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0
1109,0,Paulo Costa,"6' 1""",185 lbs.,"72""",,"Apr 21, 1991",8.83,0.59,5.79,0.5,0.0,0.0,0.81,0.0
1111,0,Chris Horodecki,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 24, 1987",4.59,0.41,3.16,0.65,1.52,0.55,0.37,0.9
1112,0,Josh Haynes,"5' 9""",170 lbs.,--,Orthodox,"Jul 30, 1977",1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0
1113,0,Bobby Hoffman,"6' 2""",245 lbs.,--,Orthodox,"Oct 28, 1968",2.02,0.7,1.32,0.19,1.17,0.5,0.0,1.2
1114,0,Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",1.56,0.45,2.91,0.5,0.0,0.0,0.31,0.5
1115,0,Johny Hendricks,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3
1116,0,Kyoji Horiguchi,"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990",3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0
1117,0,Geane Herrera,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990",1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6
1120,0,Justin Haskins,"5' 10""",170 lbs.,--,Orthodox,"Aug 30, 1979",1.51,0.33,2.65,0.54,1.62,0.4,0.52,0.8
1121,0,John Hathaway,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9
1122,0,Kevin Haley,"6' 2""",205 lbs.,--,,--,0.87,0.59,0.87,0.64,3.0,1.0,0.0,2.0
1123,0,Joe Hurley,"5' 8""",155 lbs.,--,,"Jun 24, 1978",1.12,0.45,3.35,0.56,0.0,0.0,0.2,0.0
1124,0,Dave Herman,"6' 4""",242 lbs.,"76""",Orthodox,"Oct 03, 1984",4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0
1127,0,Walt Harris,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",2.99,0.38,2.63,0.63,0.22,0.33,0.75,0.2
1128,0,Benson Henderson,"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983",2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8
1129,0,Dale Hartt,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979",1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5
1130,0,Mark Hunt,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974",2.91,0.44,2.87,0.51,0.54,0.55,0.63,0.2
1131,0,Brandon Hester,"6' 1""",205 lbs.,--,,--,3.53,0.53,0.4,0.68,4.0,0.8,0.0,0.0
1132,0,Branden Lee Hinkle,"6' 3""",235 lbs.,--,Orthodox,"Jul 29, 1973",2.61,0.69,3.91,0.26,4.34,0.57,0.66,4.3
1133,0,Felice Herrig,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",3.74,0.35,4.86,0.52,1.23,0.31,0.69,1.1
1134,0,Tomohiko Hashimoto,"6' 0""",250 lbs.,--,Orthodox,--,0.0,0.0,11.67,0.3,0.0,0.0,0.0,0.0
1135,0,Roger Hollett,"5' 11""",205 lbs.,"70""",Orthodox,"Oct 08, 1978",1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0
1137,0,Chris Haseman,"5' 11""",205 lbs.,--,Orthodox,"Jun 02, 1969",0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0
1140,0,Seohee Ham,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987",4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2
1141,0,Richie Hightower,"5' 8""",170 lbs.,--,Orthodox,"Nov 26, 1974",4.62,0.35,6.92,0.21,3.46,1.0,1.0,0.0
1145,0,Chris Honeycutt,"5' 10""",170 lbs.,"73""",,"Jul 25, 1988",2.99,0.44,1.41,0.66,3.4,0.45,0.75,0.0
1147,0,Solomon Hutcherson,"5' 11""",185 lbs.,--,Southpaw,"Aug 31, 1972",2.59,0.39,2.59,0.64,3.53,1.0,0.0,0.0
1148,0,Del Hawkins,"5' 5""",135 lbs.,--,Orthodox,--,1.15,0.27,2.01,0.46,0.0,0.0,0.0,0.0
1149,0,Ed Herman,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",2.98,0.51,2.86,0.4,2.6,0.52,0.6,1.4
1150,0,Lee Higgins,--,155 lbs.,--,,"Jul 14, 1980",1.02,0.26,3.68,0.4,0.0,0.0,0.0,0.0
1151,0,Pat Healy,"6' 0""",155 lbs.,"74""",Orthodox,"Jul 20, 1983",2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1
1152,0,Delson Heleno,"5' 11""",185 lbs.,--,Orthodox,"Nov 16, 1977",0.69,0.75,4.83,0.19,0.0,0.0,0.0,0.0
1153,0,Matt Horwich,"6' 1""",185 lbs.,--,Orthodox,"Oct 02, 1978",1.11,0.62,2.16,0.38,0.33,0.09,0.28,2.7
1154,0,Josh Hendricks,"6' 2""",235 lbs.,--,Southpaw,"Aug 28, 1976",0.98,0.2,11.8,0.29,0.0,0.0,0.0,0.0
1156,0,Takayo Hashi,"5' 4""",135 lbs.,--,Orthodox,"Oct 02, 1977",2.84,0.26,6.56,0.61,0.0,0.0,0.0,0.0
1160,0,Ryan Hall,"5' 10""",145 lbs.,"71""",,"Feb 22, 1985",2.3,0.43,0.47,0.73,0.5,0.2,0.0,0.5
1161,0,Alvaro Herrera,"6' 0""",155 lbs.,"74""",,"May 14, 1990",1.58,0.42,2.9,0.55,0.0,0.0,0.2,1.3
1162,0,Mark Hominick,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982",4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9
1163,0,James Hammortree,"6' 3""",185 lbs.,--,Orthodox,"Nov 29, 1983",1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0
1164,0,Chris Herrera,"5' 10""",185 lbs.,--,,--,2.04,0.37,3.35,0.48,1.8,1.0,1.0,0.0
1166,0,Jeremie Holloway,"6' 0""",170 lbs.,--,,"Sep 29, 1984",1.63,0.5,1.02,0.79,0.0,0.0,0.0,0.0
1167,0,Kwan Ho Kwak,"5' 5""",135 lbs.,"70""",Switch,"Jun 18, 1989",3.29,0.41,3.45,0.47,0.78,1.0,0.26,0.0
1168,0,Nick Hein,"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984",2.47,0.38,2.59,0.64,0.95,0.33,0.83,0.0
1169,0,Jimy Hettes,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987",3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4
1171,0,Gabrielle Holloway,"5' 3""",145 lbs.,--,,"Apr 15, 1990",0.7,0.42,3.07,0.34,3.0,0.35,0.16,1.0
1172,0,John Halverson,"5' 9""",155 lbs.,--,Southpaw,"Sep 08, 1972",2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0
1173,0,Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987",3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4
1174,0,Mark Holst,"6' 0""",155 lbs.,--,Orthodox,"Aug 14, 1985",0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3
1176,0,Sean Holden,"5' 10""",170 lbs.,--,,"Sep 17, 1984",2.4,0.59,0.6,0.59,5.0,0.83,0.0,2.0
1178,0,CJ Hamilton,"5' 7""",125 lbs.,"68""",Switch,"Oct 07, 1986",2.47,0.31,3.93,0.58,0.0,0.0,0.62,0.0
1179,0,Dan Henderson,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3
1180,0,Cory Hendricks,"6' 3""",205 lbs.,--,,"May 10, 1988",3.13,0.39,4.07,0.42,0.0,0.0,1.0,0.0
1181,0,Danny Henry,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988",6.07,0.53,4.6,0.45,0.96,0.33,1.0,2.9
1182,0,Angela Hill,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",5.42,0.5,5.07,0.62,0.32,0.5,0.72,0.0
1183,0,Darrell Horcher,"5' 10""",155 lbs.,"70""",Southpaw,"Jul 28, 1987",2.04,0.47,4.32,0.37,0.39,1.0,0.47,0.8
1184,0,Jake Hecht,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 09, 1984",3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0
1185,0,Shane Howell,"5' 8""",125 lbs.,"69""",Orthodox,"Nov 28, 1983",1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0
1188,0,Dustin Hazelett,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986",2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1
